,,,,,Rob Paulsen,Damnation Alley 
,,,,,George Peppard,The Apparition 
,,,,,Julianna Guill,My Girl 
,,,,,Macaulay Culkin,Fur: An Imaginary Portrait of Diane Arbus 
,,,,,Robert Downey Jr.,The Illusionist 
,,,,,Rufus Sewell,Wall Street 
,,,,,Hal Holbrook,Sense and Sensibility 
,,,,,Alan Rickman,Becoming Jane 
,,,,,Anne Hathaway,Sydney White 
,,,,,Danny Strong,House of Sand and Fog 
,,,,,Frances Fisher,Dead Poets Society 
,,,,,Robin Williams,Dumb & Dumber 
,,,,,Lauren Holly,When Harry Met Sally... 
,,,,,Bruno Kirby,The Verdict 
,,,,,Charlotte Rampling,Road Trip 
,,,,,Ethan Suplee,Varsity Blues 
,,,,,Paul Walker,The Artist 
,,,,,Bérénice Bejo,The Unborn 
,,,,,Gary Oldman,Moonrise Kingdom 
,,,,,Bruce Willis,The Texas Chainsaw Massacre: The Beginning 
,,,,,Matt Bomer,The Young Messiah 
,,,,,Clive Russell,The Master of Disguise 
,,,,,Jennifer Esposito,Pan's Labyrinth 
,,,,,Ivana Baquero,The Messengers             
,,,,,Joel Courtney,See Spot Run 
,,,,,Leslie Bibb,Baby Boy 
,,,,,Mo'Nique,The Roommate 
,,,,,Leighton Meester,Joe Dirt 
,,,,,Brittany Daniel,Double Impact 
,,,,,Bolo Yeung,Hot Fuzz 
,,,,,Bill Bailey,The Women 
,,,,,Jada Pinkett Smith,Vicky Cristina Barcelona 
,,,,,Scarlett Johansson,Arn: The Knight Templar 
,,,,,Gustaf Skarsgård,Bad Moms 
,,,,,Mila Kunis,Boys and Girls 
,,,,,Alyson Hannigan,White Oleander 
,,,,,Patrick Fugit,Jennifer's Body 
,,,,,J.K. Simmons,Drowning Mona 
,,,,,Will Ferrell,Radio Days 
,,,,,Mike Starr,Left Behind 
,,,,,Nicolas Cage,Remember Me 
,,,,,Robert Pattinson,How to Deal 
,,,,,Dylan Baker,My Stepmother Is an Alien 
,,,,,Jon Lovitz,Philadelphia 
,,,,,Denzel Washington,The Thirteenth Floor 
,,,,,Gretchen Mol,The Cookout 
,,,,,Farrah Fawcett,Meteor 
,,,,,Martin Landau,Duets 
,,,,,Lochlyn Munro,Hollywood Ending 
,,,,,Woody Allen,Detroit Rock City 
,,,,,Natasha Lyonne,Highlander 
,,,,,Christopher Lambert,Things We Lost in the Fire 
,,,,,Alison Lohman,Steel 
,,,,,Charles Napier,The Immigrant 
,,,,,Jeremy Renner,The White Countess 
,,,,,Vanessa Redgrave,Trance 
,,,,,Rosario Dawson,Soul Plane 
,,,,,Mo'Nique,Welcome to the Sticks 
,,,,,Dany Boon,Good 
,,,,,Viggo Mortensen,Enter the Void 
,,,,,Paz de la Huerta,Vamps 
,,,,,Taylor Negron,Hachi: A Dog's Tale 
,,,,,Cary-Hiroyuki Tagawa,Zulu 
,,,,,Orlando Bloom,The Homesman 
,,,,,Barry Corbin,Juwanna Mann 
,,,,,Vivica A. Fox,Lilyhammer             
,,,,,Steven Van Zandt,Ararat 
,,,,,David Alpay,Madison 
,,,,,Bruce Dern,Slow Burn 
,,,,,Mekhi Phifer,Wasabi 
,,,,,Carole Bouquet,Slither 
,,,,,Dustin Milligan,Beverly Hills Cop 
,,,,,Judge Reinhold,Home Alone 
,,,,,Macaulay Culkin,3 Men and a Baby 
,,,,,Tom Selleck,Tootsie 
,,,,,Bill Murray,Top Gun 
,,,,,Tom Cruise,"Crouching Tiger, Hidden Dragon "
,,,,,Chen Chang,American Beauty 
,,,,,Kevin Spacey,The King's Speech 
,,,,,Colin Firth,Twins 
,,,,,Kelly Preston,Scream: The TV Series             
,,,,,Bex Taylor-Klaus,The Yellow Handkerchief 
,,,,,Kristen Stewart,The Color Purple 
,,,,,Oprah Winfrey,Tidal Wave 
,,,,,Nicole Dionne,Ben-Hur 
,,,,,Morgan Freeman,The Imitation Game 
,,,,,Benedict Cumberbatch,Private Benjamin 
,,,,,Eileen Brennan,Coal Miner's Daughter 
,,,,,Sissy Spacek,Diary of a Wimpy Kid 
,,,,,Chloë Grace Moretz,Mama 
,,,,,Javier Botet,Halloween 
,,,,,Jamie Lee Curtis,National Lampoon's Vacation 
,,,,,Beverly D'Angelo,Bad Grandpa 
,,,,,Jackson Nicoll,The Queen 
,,,,,Roger Allam,Beetlejuice 
,,,,,Catherine O'Hara,Why Did I Get Married? 
,,,,,Michael Jai White,Little Women 
,,,,,Christian Bale,The Woman in Black 
,,,,,Daniel Radcliffe,When a Stranger Calls 
,,,,,Madeline Carroll,Big Fat Liar 
,,,,,Frankie Muniz,The Deer Hunter 
,,,,,Robert De Niro,Wag the Dog 
,,,,,Robert De Niro,The Lizzie McGuire Movie 
,,,,,Clayton Snyder,Snitch 
,,,,,Dwayne Johnson,Krampus 
,,,,,Adam Scott,The Faculty 
,,,,,Jordana Brewster,What's Love Got to Do with It 
,,,,,Rae'Ven Kelly,Cop Land 
,,,,,Robert De Niro,Not Another Teen Movie 
,,,,,Chris Evans,End of Watch 
,,,,,Jake Gyllenhaal,Aloha 
,,,,,Emma Stone,The Skulls 
,,,,,Paul Walker,The Theory of Everything 
,,,,,Eddie Redmayne,Malibu's Most Wanted 
,,,,,Greg Grunberg,Where the Heart Is 
,,,,,Natalie Portman,Lawrence of Arabia 
,,,,,Claude Rains,Halloween II 
,,,,,Scout Taylor-Compton,Wild 
,,,,,Michiel Huisman,The Last House on the Left 
,,,,,Tony Goldwyn,The Wedding Date 
,,,,,Jack Davenport,Halloween: Resurrection 
,,,,,Jamie Lee Curtis,Clash of the Titans 
,,,,,Liam Neeson,The Princess Bride 
,,,,,Robin Wright,The Great Debaters 
,,,,,Denzel Washington,Drive 
,,,,,Ryan Gosling,Confessions of a Teenage Drama Queen 
,,,,,Adam Garcia,The Object of My Affection 
,,,,,Liam Aiken,28 Weeks Later 
,,,,,Jeremy Renner,When the Game Stands Tall 
,,,,,Jessie T. Usher,Because of Winn-Dixie 
,,,,,Cicely Tyson,Love & Basketball 
,,,,,Alfre Woodard,Grosse Pointe Blank 
,,,,,Minnie Driver,All About Steve 
,,,,,Bradley Cooper,Book of Shadows: Blair Witch 2 
,,,,,Kim Director,The Craft 
,,,,,Christine Taylor,Match Point 
,,,,,Scarlett Johansson,Ramona and Beezus 
,,,,,Sierra McCormick,The Remains of the Day 
,,,,,Anthony Hopkins,Boogie Nights 
,,,,,Don Cheadle,Nowhere to Run 
,,,,,Kieran Culkin,Flicka 
,,,,,Alison Lohman,The Hills Have Eyes II 
,,,,,Jeff Kober,Urban Legends: Final Cut 
,,,,,Loretta Devine,Tuck Everlasting 
,,,,,William Hurt,The Marine 
,,,,,Kelly Carlson,Keanu 
,,,,,Nia Long,Country Strong 
,,,,,Leighton Meester,Disturbing Behavior 
,,,,,Bruce Greenwood,The Place Beyond the Pines 
,,,,,Ryan Gosling,The November Man 
,,,,,Luke Bracey,Eye of the Beholder 
,,,,,Jason Priestley,The Hurt Locker 
,,,,,Jeremy Renner,Firestarter 
,,,,,Heather Locklear,Killing Them Softly 
,,,,,Brad Pitt,A Most Wanted Man 
,,,,,Philip Seymour Hoffman,Freddy Got Fingered 
,,,,,Rip Torn,The Pirates Who Don't Do Anything: A VeggieTales Movie 
,,,,,Yuri Lowenthal,U2 3D 
,,,,,Bono,Highlander: Endgame 
,,,,,Christopher Lambert,Idlewild 
,,,,,Cicely Tyson,One Day 
,,,,,Anne Hathaway,Whip It 
,,,,,Daniel Stern,Knockaround Guys 
,,,,,Vin Diesel,Confidence 
,,,,,Louis Lombardi,The Muse 
,,,,,Jeff Bridges,De-Lovely 
,,,,,Kevin McNally,New York Stories 
,,,,,Woody Allen,Barney's Great Adventure 
,,,,,Trevor Morgan,The Man with the Iron Fists 
,,,,,Rick Yune,Home Fries 
,,,,,Catherine O'Hara,Here on Earth 
,,,,,Bruce Greenwood,Brazil 
,,,,,Robert De Niro,Raise Your Voice 
,,,,,Oliver James,The Dead Zone             
,,,,,David Ogden Stiers,The Big Lebowski 
,,,,,Philip Seymour Hoffman,Black Snake Moan 
,,,,,Justin Timberlake,Dark Blue 
,,,,,Khandi Alexander,A Mighty Heart 
,,,,,Angelina Jolie Pitt,Whatever It Takes 
,,,,,James Franco,Boat Trip 
,,,,,Vivica A. Fox,The Importance of Being Earnest 
,,,,,Colin Firth,The Love Letter 
,,,,,Jennifer Jason Leigh,Hoot 
,,,,,Logan Lerman,In Bruges 
,,,,,Elizabeth Berrington,Peeples 
,,,,,Tyler James Williams,The Rocker 
,,,,,Emma Stone,Post Grad 
,,,,,J.K. Simmons,Promised Land 
,,,,,Matt Damon,Whatever Works 
,,,,,Larry David,The In Crowd 
,,,,,Matthew Settle,Three Burials 
,,,,,Levon Helm,Jakob the Liar 
,,,,,Robin Williams,Kiss Kiss Bang Bang 
,,,,,Robert Downey Jr.,Idle Hands 
,,,,,Vivica A. Fox,Mulholland Drive 
,,,,,Naomi Watts,Blood and Chocolate 
,,,,,Olivier Martinez,You Will Meet a Tall Dark Stranger 
,,,,,Anthony Hopkins,Never Let Me Go 
,,,,,Andrew Garfield,The Company             
,,,,,Anna Silk,Transsiberian 
,,,,,Thomas Kretschmann,The Clan of the Cave Bear 
,,,,,Curtis Armstrong,Crazy in Alabama 
,,,,,Meat Loaf,Funny Games 
,,,,,Naomi Watts,Listening 
,,,,,Thomas Stroppel,Felicia's Journey 
,,,,,Bob Hoskins,Metropolis 
,,,,,Brigitte Helm,District B13 
,,,,,David Belle,Things to Do in Denver When You're Dead 
,,,,,Steve Buscemi,The Assassin 
,,,,,Qi Shu,Buffalo Soldiers 
,,,,,Dean Stockwell,The Return 
,,,,,Konstantin Lavronenko,Ong-bak 2 
,,,,,Nirut Sirichanya,Centurion 
,,,,,Michael Fassbender,Silent Trigger 
,,,,,Christopher Heyerdahl,The Midnight Meat Train 
,,,,,Bradley Cooper,Winnie Mandela 
,,,,,Jennifer Hudson,The Son of No One 
,,,,,Channing Tatum,All the Queen's Men 
,,,,,Eddie Izzard,The Good Night 
,,,,,Stephen Graham,Bathory: Countess of Blood 
,,,,,Anna Friel,Khumba 
,,,,,Liam Neeson,Automata 
,,,,,Birgitte Hjort Sørensen,Dungeons & Dragons: Wrath of the Dragon God 
,,,,,Bruce Payne,Chiamatemi Francesco - Il Papa della gente 
,,,,,Maximilian Dirr,Shinjuku Incident 
,,,,,Bingbing Fan,Pandaemonium 
,,,,,Samantha Morton,Groundhog Day 
,,,,,Bill Murray,Magic Mike XXL 
,,,,,Matt Bomer,Romeo + Juliet 
,,,,,Leonardo DiCaprio,Sarah's Key 
,,,,,Kristin Scott Thomas,Freedom 
,,,,,Sharon Leal,Unforgiven 
,,,,,Clint Eastwood,Manderlay 
,,,,,Bryce Dallas Howard,Slumdog Millionaire 
,,,,,Anil Kapoor,Fatal Attraction 
,,,,,Fred Gwynne,Pretty Woman 
,,,,,Julia Roberts,Towering Inferno             
,,,,,Martin Short,Crocodile Dundee II 
,,,,,Paul Hogan,Broken Horses 
,,,,,María Valverde,Born on the Fourth of July 
,,,,,Tom Cruise,Cool Runnings 
,,,,,Doug E. Doug,My Bloody Valentine 
,,,,,Jensen Ackles,The Possession 
,,,,,Kyra Sedgwick,First Blood 
,,,,,Sylvester Stallone,Stomp the Yard 
,,,,,Chris Brown,The Spy Who Loved Me 
,,,,,Caroline Munro,Ghost Hunters             
,,,,,Amy Bruni,Urban Legend 
,,,,,Alicia Witt,Dangerous Liaisons 
,,,,,Keanu Reeves,Good Deeds 
,,,,,Eddie Cibrian,White Fang 
,,,,,Seymour Cassel,Superstar 
,,,,,Will Ferrell,The Iron Lady 
,,,,,Meryl Streep,Jonah: A VeggieTales Movie 
,,,,,Phil Vischer,Poetic Justice 
,,,,,Janet Jackson,All About the Benjamins 
,,,,,Mike Epps,Vampire in Brooklyn 
,,,,,John Witherspoon,Exorcist II: The Heretic 
,,,,,Linda Blair,An American Haunting 
,,,,,Sissy Spacek,My Boss's Daughter 
,,,,,Carmen Electra,A Perfect Getaway 
,,,,,Chris Hemsworth,Our Family Wedding 
,,,,,America Ferrera,Dead Man on Campus 
,,,,,Alyson Hannigan,Tea with Mussolini 
,,,,,Lily Tomlin,Thinner 
,,,,,Joe Mantegna,"New York, New York "
,,,,,Robert De Niro,Crooklyn 
,,,,,Alfre Woodard,I Think I Love My Wife 
,,,,,Steve Buscemi,Jason X 
,,,,,Peter Mensah,Big Fat Liar 
,,,,,Frankie Muniz,Bobby 
,,,,,Anthony Hopkins,Head Over Heels 
,,,,,Monica Potter,Fun Size 
,,,,,Thomas McDonell,The Diving Bell and the Butterfly 
,,,,,Emmanuelle Seigner,Little Children 
,,,,,Kate Winslet,Gossip 
,,,,,Norman Reedus,A Walk on the Moon 
,,,,,Viggo Mortensen,Catch a Fire 
,,,,,Derek Luke,Soul Survivors 
,,,,,Melissa Sagemiller,Jefferson in Paris 
,,,,,Seth Gilliam,Easy Virtue 
,,,,,Colin Firth,Caravans 
,,,,,Christopher Lee,Mr. Turner 
,,,,,Lesley Manville,Wild Grass 
,,,,,Mathieu Amalric,Amen. 
,,,,,Sebastian Koch,Reign of Assassins 
,,,,,Woo-sung Jung,The Lucky Ones 
,,,,,John Heard,Margaret 
,,,,,Matt Damon,Stan Helsing 
,,,,,Steve Howey,Flipped 
,,,,,Madeline Carroll,Brokeback Mountain 
,,,,,Jake Gyllenhaal,Teenage Mutant Ninja Turtles 
,,,,,Noel Fisher,Clueless 
,,,,,Donald Faison,Far from Heaven 
,,,,,Dennis Quaid,Hot Tub Time Machine 2 
,,,,,Adam Scott,Dekalog             
,,,,,Krystyna Janda,Quills 
,,,,,Kate Winslet,Seven Psychopaths 
,,,,,Abbie Cornish,The Caveman's Valentine 
,,,,,Colm Feore,The Border             
,,,,,Jacek Koman,Downfall 
,,,,,Thomas Kretschmann,The Sea Inside 
,,,,,Belén Rueda,Under the Skin 
,,,,,Scarlett Johansson,"Good Morning, Vietnam "
,,,,,Robin Williams,The Last Godfather 
,,,,,Jason Mewes,Justin Bieber: Never Say Never 
,,,,,Usher Raymond,Black Swan 
,,,,,Natalie Portman,RoboCop 
,,,,,Gary Oldman,The Godfather: Part II 
,,,,,Robert De Niro,Save the Last Dance 
,,,,,Sean Patrick Thomas,A Nightmare on Elm Street 4: The Dream Master 
,,,,,Tuesday Knight,Miracles from Heaven 
,,,,,Jennifer Garner,"Dude, Where's My Car? "
,,,,,Jennifer Garner,Young Guns 
,,,,,Jack Palance,St. Vincent 
,,,,,Bill Murray,About Last Night 
,,,,,Joe Lo Truglio,10 Things I Hate About You 
,,,,,Joseph Gordon-Levitt,The New Guy 
,,,,,Zooey Deschanel,Loaded Weapon 1 
,,,,,Jon Lovitz,The Shallows 
,,,,,Óscar Jaenada,The Butterfly Effect 
,,,,,Logan Lerman,Snow Day 
,,,,,Chris Elliott,This Christmas 
,,,,,Mekhi Phifer,Baby Geniuses 
,,,,,Kathleen Turner,The Big Hit 
,,,,,Bokeem Woodbine,Harriet the Spy 
,,,,,Gregory Smith,Child's Play 2 
,,,,,Jenny Agutter,No Good Deed 
,,,,,Leslie Bibb,The Mist 
,,,,,Toby Jones,Ex Machina 
,,,,,Elina Alminas,Being John Malkovich 
,,,,,Willie Garson,Two Can Play That Game 
,,,,,Mo'Nique,Earth to Echo 
,,,,,Teo Halm,Crazy/Beautiful 
,,,,,Kirsten Dunst,Letters from Iwo Jima 
,,,,,Yuki Matsuzaki,The Astronaut Farmer 
,,,,,J.K. Simmons,Woo 
,,,,,LL Cool J,Room 
,,,,,Joan Allen,Dirty Work 
,,,,,Don Rickles,Serial Mom 
,,,,,Kathleen Turner,Dick 
,,,,,Ryan Reynolds,Del 1 - Män som hatar kvinnor             
,,,,,Michael Nyqvist,Light It Up 
,,,,,Rosario Dawson,54 
,,,,,Salma Hayek,Bubble Boy 
,,,,,Jake Gyllenhaal,Birthday Girl 
,,,,,Mark Gatiss,21 & Over 
,,,,,Justin Chon,"Paris, je t'aime "
,,,,,Steve Buscemi,Resurrecting the Champ 
,,,,,Harry Lennix,Admission 
,,,,,Tina Fey,The Widow of Saint-Pierre 
,,,,,Emir Kusturica,Chloe 
,,,,,Liam Neeson,Faithful 
,,,,,Chazz Palminteri,Brothers 
,,,,,Natalie Portman,Find Me Guilty 
,,,,,Peter Dinklage,The Perks of Being a Wallflower 
,,,,,Logan Lerman,Excessive Force 
,,,,,Burt Young,Infamous 
,,,,,Toby Jones,The Claim 
,,,,,Milla Jovovich,The Vatican Tapes 
,,,,,Djimon Hounsou,Attack the Block 
,,,,,John Boyega,In the Land of Blood and Honey 
,,,,,Jelena Jovanova,The Call 
,,,,,Michael Imperioli,Operation Chromite 
,,,,,Liam Neeson,The Crocodile Hunter: Collision Course 
,,,,,Steve Irwin,I Love You Phillip Morris 
,,,,,Dameon Clarke,Quest for Fire 
,,,,,Rae Dawn Chong,Antwone Fisher 
,,,,,Denzel Washington,The Emperor's Club 
,,,,,Gabriel Millman,True Romance 
,,,,,Brad Pitt,Womb 
,,,,,Eva Green,Glengarry Glen Ross 
,,,,,Kevin Spacey,The Killer Inside Me 
,,,,,Liam Aiken,Cat People 
,,,,,Ed Begley Jr.,Sorority Row 
,,,,,Julian Morris,The Prisoner of Zenda 
,,,,,David Niven,Lars and the Real Girl 
,,,,,Ryan Gosling,The Boy in the Striped Pajamas 
,,,,,Richard Johnson,Dancer in the Dark 
,,,,,Catherine Deneuve,Oscar and Lucinda 
,,,,,Tom Wilkinson,The Funeral 
,,,,,Isabella Rossellini,Solitary Man 
,,,,,Jenna Fischer,Machete 
,,,,,Robert De Niro,Casino Jack 
,,,,,Kevin Spacey,The Land Before Time 
,,,,,Judith Barsi,Tae Guk Gi: The Brotherhood of War 
,,,,,Min-sik Choi,The Perfect Game 
,,,,,Clifton Collins Jr.,The Exorcist 
,,,,,Ellen Burstyn,Jaws 
,,,,,Roy Scheider,American Pie 
,,,,,Alyson Hannigan,Ernest & Celestine 
,,,,,Mackenzie Foy,The Golden Child 
,,,,,Victor Wong,Think Like a Man 
,,,,,Chris Brown,Barbershop 
,,,,,Sean Patrick Thomas,Star Trek II: The Wrath of Khan 
,,,,,Leonard Nimoy,Ace Ventura: Pet Detective 
,,,,,Sean Young,WarGames 
,,,,,Matthew Broderick,Witness 
,,,,,Harrison Ford,Act of Valor 
,,,,,Alex Veadov,Step Up 
,,,,,Channing Tatum,Beavis and Butt-Head Do America 
,,,,,Bruce Willis,Jackie Brown 
,,,,,Robert De Niro,Harold & Kumar Escape from Guantanamo Bay 
,,,,,Danneel Ackles,Chronicle 
,,,,,Michael Kelly,Yentl 
,,,,,Miriam Margolyes,Time Bandits 
,,,,,Shelley Duvall,Crossroads 
,,,,,Britney Spears,Project X 
,,,,,Dax Flame,Patton 
,,,,,George C. Scott,One Hour Photo 
,,,,,Robin Williams,Quarantine 
,,,,,Andrew Fiscella,The Eye 
,,,,,Chloë Grace Moretz,Johnson Family Vacation 
,,,,,Vanessa Williams,How High 
,,,,,Hector Elizondo,The Muppet Christmas Carol 
,,,,,Steven Mackintosh,Casino Royale 
,,,,,Eva Green,Frida 
,,,,,Salma Hayek,Katy Perry: Part of Me 
,,,,,Lexie Contursi,The Fault in Our Stars 
,,,,,Shailene Woodley,Rounders 
,,,,,Matt Damon,Top Five 
,,,,,Rosario Dawson,Prophecy 
,,,,,Talia Shire,Stir of Echoes 
,,,,,Illeana Douglas,Spartacus: War of the Damned             
,,,,,Peter Mensah,Philomena 
,,,,,Steve Coogan,The Upside of Anger 
,,,,,Alicia Witt,The Boys from Brazil 
,,,,,Laurence Olivier,Aquamarine 
,,,,,Tammin Sursok,Paper Towns 
,,,,,Nat Wolff,My Baby's Daddy 
,,,,,Michael Imperioli,Nebraska 
,,,,,Devin Ratray,Tales from the Crypt: Demon Knight 
,,,,,CCH Pounder,Max Keeble's Big Move 
,,,,,Noel Fisher,Young Adult 
,,,,,Charlize Theron,Crank 
,,,,,Jason Statham,How to Be a Player 
,,,,,Bernie Mac,Living Out Loud 
,,,,,Holly Hunter,Just Wright 
,,,,,Common,Rachel Getting Married 
,,,,,Anne Hathaway,The Postman Always Rings Twice 
,,,,,Anjelica Huston,Girl with a Pearl Earring 
,,,,,Scarlett Johansson,Das Boot 
,,,,,Jürgen Prochnow,The Alamo 
,,,,,Dennis Quaid,Sorority Boys 
,,,,,Heather Matarazzo,About Time 
,,,,,Tom Hughes,House of Flying Daggers 
,,,,,Takeshi Kaneshiro,Arbitrage 
,,,,,Nate Parker,Project Almanac 
,,,,,Gary Weeks,Cadillac Records 
,,,,,Cedric the Entertainer,Screwed 
,,,,,Sarah Silverman,Fortress 
,,,,,Christopher Lambert,For Your Consideration 
,,,,,John Michael Higgins,Celebrity 
,,,,,Melanie Griffith,Running with Scissors 
,,,,,Jill Clayburgh,From Justin to Kelly 
,,,,,Anika Noni Rose,Girl 6 
,,,,,Michael Imperioli,In the Cut 
,,,,,Jennifer Jason Leigh,Two Lovers 
,,,,,Isabella Rossellini,Last Orders 
,,,,,Bob Hoskins,The Host 
,,,,,Doona Bae,The Pursuit of D.B. Cooper 
,,,,,Robert Duvall,Ravenous 
,,,,,Jeremy Davies,Charlie Bartlett 
,,,,,Robert Downey Jr.,The Great Beauty 
,,,,,Toni Servillo,The Dangerous Lives of Altar Boys 
,,,,,Kieran Culkin,Stoker 
,,,,,Mia Wasikowska,2046 
,,,,,Li Gong,Married Life 
,,,,,David Richmond-Peck,Duma 
,,,,,Eamonn Walker,Ondine 
,,,,,Tony Curran,Brother 
,,,,,Omar Epps,Welcome to Collinwood 
,,,,,Michael Jeter,Critical Care 
,,,,,Kyra Sedgwick,The Life Before Her Eyes 
,,,,,Eva Amurri Martino,Darling Companion 
,,,,,Dianne Wiest,Trade 
,,,,,Zack Ward,Fateless 
,,,,,Marcell Nagy,Breakfast of Champions 
,,,,,Bruce Willis,"A Woman, a Gun and a Noodle Shop "
,,,,,Honglei Sun,Cypher 
,,,,,David Hewlett,City of Life and Death 
,,,,,Ye Liu,Home 
,,,,,Jim Parsons,Legend of Kung Fu Rabbit 
,,,,,Jon Heder,Space Battleship Yamato 
,,,,,Takuya Kimura,5 Days of War 
,,,,,Richard Coyle,Triangle 
,,,,,Rachael Carpani,10 Days in a Madhouse 
,,,,,Christopher Lambert,Heaven Is for Real 
,,,,,Jacob Vargas,Snatch 
,,,,,Jason Statham,Dancin' It's On 
,,,,,Gary Daniels,Pet Sematary 
,,,,,Miko Hughes,Madadayo 
,,,,,Tatsuo Matsumura,The Cry of the Owl 
,,,,,Paddy Considine,A Tale of Three Cities 
,,,,,Wei Tang,Gremlins 
,,,,,Phoebe Cates,Star Wars: Episode IV - A New Hope 
,,,,,Harrison Ford,Dirty Grandpa 
,,,,,Robert De Niro,Doctor Zhivago 
,,,,,Julie Christie,Trash 
,,,,,Wagner Moura,High School Musical 3: Senior Year 
,,,,,Lucas Grabeel,The Fighter 
,,,,,Christian Bale,Jackass Number Two 
,,,,,Bam Margera,My Cousin Vinny 
,,,,,Fred Gwynne,If I Stay 
,,,,,Chloë Grace Moretz,Drive Hard 
,,,,,Zoe Ventoura,Major League 
,,,,,Corbin Bernsen,St. Trinian's 
,,,,,Lily Cole,Phone Booth 
,,,,,Radha Mitchell,A Walk to Remember 
,,,,,Lauren German,Dead Man Walking 
,,,,,Lois Smith,Cruel Intentions 
,,,,,Sarah Michelle Gellar,Saw VI 
,,,,,Costas Mandylor,History of the World: Part I 
,,,,,Madeline Kahn,The Secret Life of Bees 
,,,,,Nate Parker,Corky Romano 
,,,,,Vincent Pastore,Raising Cain 
,,,,,Steven Bauer,F.I.S.T. 
,,,,,Sylvester Stallone,Invaders from Mars 
,,,,,Louise Fletcher,Brooklyn 
,,,,,Julie Walters,Barry Lyndon 
,,,,,Ryan O'Neal,Out Cold 
,,,,,Lee Majors,The Ladies Man 
,,,,,Will Ferrell,Quartet 
,,,,,Luke Newberry,Tomcats 
,,,,,Shannon Elizabeth,Frailty 
,,,,,Matthew McConaughey,Woman in Gold 
,,,,,Ryan Reynolds,Kinsey 
,,,,,Liam Neeson,Army of Darkness 
,,,,,Patricia Tallman,Slackers 
,,,,,Jaime King,What's Eating Gilbert Grape 
,,,,,Johnny Depp,The Visual Bible: The Gospel of John 
,,,,,Henry Ian Cusick,Vera Drake 
,,,,,Eddie Marsan,The Guru 
,,,,,Michael McKean,The Perez Family 
,,,,,Anjelica Huston,Inside Llewyn Davis 
,,,,,Justin Timberlake,O 
,,,,,Mekhi Phifer,Return to the Blue Lagoon 
,,,,,Milla Jovovich,The Molly Maguires 
,,,,,Frank Finlay,Romance & Cigarettes 
,,,,,Kate Winslet,Copying Beethoven 
,,,,,Phyllida Law,Poltergeist 
,,,,,Heather O'Rourke,Brighton Rock 
,,,,,Sam Riley,Saw V 
,,,,,Julie Benz,Machine Gun McCain 
,,,,,John Cassavetes,LOL 
,,,,,Nora Dunn,Jindabyne 
,,,,,John Howard,Kabhi Alvida Naa Kehna 
,,,,,Shah Rukh Khan,An Ideal Husband 
,,,,,Minnie Driver,The Last Days on Mars 
,,,,,Romola Garai,Darkness 
,,,,,Lena Olin,2001: A Space Odyssey 
,,,,,Keir Dullea,E.T. the Extra-Terrestrial 
,,,,,Henry Thomas,In the Land of Women 
,,,,,Kristen Stewart,The Blue Butterfly 
,,,,,William Hurt,There Goes My Baby 
,,,,,Ricky Schroder,Lovesick             
,,,,,Antonia Thomas,Housefull 
,,,,,Arjun Rampal,September Dawn 
,,,,,Jon Gries,For Greater Glory: The True Story of Cristiada 
,,,,,Santiago Cabrera,La Famille Bélier 
,,,,,Karin Viard,Good Will Hunting 
,,,,,Robin Williams,Misconduct 
,,,,,Al Pacino,Saw III 
,,,,,Costas Mandylor,Stripes 
,,,,,Bill Murray,Bring It On 
,,,,,Kirsten Dunst,The Purge: Election Year 
,,,,,Frank Grillo,She's All That 
,,,,,Paul Walker,Precious 
,,,,,Mo'Nique,Saw IV 
,,,,,Costas Mandylor,White Noise 
,,,,,Deborah Kara Unger,Madea's Family Reunion 
,,,,,Boris Kodjoe,The Color of Money 
,,,,,Tom Cruise,The Longest Day 
,,,,,Richard Burton,The Mighty Ducks 
,,,,,Lane Smith,The Grudge 
,,,,,Sarah Michelle Gellar,Happy Gilmore 
,,,,,Adam Sandler,Jeepers Creepers 
,,,,,Eileen Brennan,Bill & Ted's Excellent Adventure 
,,,,,Keanu Reeves,Oliver! 
,,,,,Oliver Reed,The Best Exotic Marigold Hotel 
,,,,,Tom Wilkinson,Recess: School's Out 
,,,,,Diedrich Bader,Mad Max Beyond Thunderdome 
,,,,,Tina Turner,Commando 
,,,,,Bill Duke,The Boy 
,,,,,Lauren Cohan,Devil 
,,,,,Bojana Novakovic,Friday After Next 
,,,,,John Witherspoon,Insidious: Chapter 3 
,,,,,Lin Shaye,The Last Dragon 
,,,,,Mike Starr,Snatch 
,,,,,Jason Statham,The Lawnmower Man 
,,,,,Jeff Fahey,Nick and Norah's Infinite Playlist 
,,,,,Ari Graynor,Dogma 
,,,,,Matt Damon,The Banger Sisters 
,,,,,Erika Christensen,Twilight Zone: The Movie 
,,,,,Albert Brooks,Road House 
,,,,,Ben Gazzara,A Low Down Dirty Shame 
,,,,,Jada Pinkett Smith,Swimfan 
,,,,,Erika Christensen,Employee of the Month 
,,,,,Dane Cook,Can't Hardly Wait 
,,,,,Ethan Embry,The Outsiders 
,,,,,Tom Cruise,Pete's Dragon 
,,,,,Bryce Dallas Howard,The Dead Zone 
,,,,,Tom Skerritt,Sinister 2 
,,,,,Laila Haley,Sparkle 
,,,,,Omari Hardwick,Valentine 
,,,,,Marley Shelton,The Fourth Kind 
,,,,,Milla Jovovich,A Prairie Home Companion 
,,,,,Meryl Streep,Sugar Hill 
